       75.,    0.905497960000000E+08,    0.841592260000000E+08,    0.926075840000000E+08,    0.265311993750000E+07,   -0.180723915000000E+08,   -0.388711390000000E+08
       76.,    0.102936033000000E+09,    0.948895540000000E+08,    0.950296010000000E+08,    0.347757746875000E+07,   -0.225959170000000E+08,   -0.484113075000000E+08
       77.,    0.982632420000000E+08,    0.906477140000000E+08,    0.827526840000000E+08,    0.358654956250000E+07,   -0.178585870000000E+08,   -0.418920590000000E+08
       78.,    0.110071986000000E+09,    0.100778924000000E+09,    0.833486070000000E+08,    0.454628175000000E+07,   -0.217172930000000E+08,   -0.504880740000000E+08
       79.,    0.900839540000000E+08,    0.831725860000000E+08,    0.922122660000000E+08,    0.214405909375000E+07,   -0.163641665000000E+08,   -0.393605120000000E+08
       80.,    0.102315621000000E+09,    0.936619690000000E+08,    0.945714250000000E+08,    0.280847084375000E+07,   -0.205014895000000E+08,   -0.489624930000000E+08
       81.,    0.978644260000000E+08,    0.897117820000000E+08,    0.823584220000000E+08,    0.312522731250000E+07,   -0.161020300000000E+08,   -0.423845330000000E+08
       82.,    0.109447628000000E+09,    0.995590940000000E+08,    0.829679250000000E+08,    0.401607146875000E+07,   -0.195996820000000E+08,   -0.509780360000000E+08
       83.,    0.895736840000000E+08,    0.822144100000000E+08,    0.919019840000000E+08,    0.162016731250000E+07,   -0.145629092500000E+08,   -0.398451910000000E+08
       84.,    0.101568462000000E+09,    0.923800200000000E+08,    0.941163030000000E+08,    0.219253487500000E+07,   -0.183418232500000E+08,   -0.494872630000000E+08
       85.,    0.975006460000000E+08,    0.886400040000000E+08,    0.821654620000000E+08,    0.267494500000000E+07,   -0.143395172500000E+08,   -0.427872870000000E+08
       86.,    0.108781499000000E+09,    0.981505210000000E+08,    0.824671860000000E+08,    0.351562771875000E+07,   -0.174214062500000E+08,   -0.514619040000000E+08
       87.,    0.890429320000000E+08,    0.811716120000000E+08,    0.916211140000000E+08,    0.123462337500000E+07,   -0.128354302500000E+08,   -0.403692960000000E+08
       88.,    0.100772549000000E+09,    0.910132050000000E+08,    0.936993790000000E+08,    0.162755539062500E+07,   -0.161684371250000E+08,   -0.500186025000000E+08
       89.,    0.973879720000000E+08,    0.876105040000000E+08,    0.819091380000000E+08,    0.238176831250000E+07,   -0.123628895000000E+08,   -0.432815590000000E+08
       90.,    0.108492638000000E+09,    0.967181790000000E+08,    0.821848190000000E+08,    0.305006090625000E+07,   -0.152204006250000E+08,   -0.520332080000000E+08
       91.,    0.887771320000000E+08,    0.801371160000000E+08,    0.916953860000000E+08,    0.825745500000000E+06,   -0.109599445000000E+08,   -0.409917650000000E+08
       92.,    0.100312086000000E+09,    0.897074150000000E+08,    0.935900420000000E+08,    0.120456223437500E+07,   -0.139184781250000E+08,   -0.506470320000000E+08
       93.,    0.976442720000000E+08,    0.864268140000000E+08,    0.821606600000000E+08,    0.198794003125000E+07,   -0.105442285000000E+08,   -0.441338110000000E+08
       94.,    0.108816356000000E+09,    0.953586000000000E+08,    0.824176310000000E+08,    0.260018062500000E+07,   -0.129088240000000E+08,   -0.528577300000000E+08
       95.,    0.888058780000000E+08,    0.790304780000000E+08,    0.919224280000000E+08,    0.580975687500000E+06,   -0.905888850000000E+07,   -0.416426290000000E+08
       96.,    0.100258546000000E+09,    0.882730090000000E+08,    0.937818490000000E+08,    0.873126640625000E+06,   -0.115839537500000E+08,   -0.514608450000000E+08
       97.,    0.981794900000000E+08,    0.852800800000000E+08,    0.825272200000000E+08,    0.171870453125000E+07,   -0.865404825000000E+07,   -0.450354720000000E+08
       98.,    0.109555035000000E+09,    0.938780190000000E+08,    0.828004990000000E+08,    0.222329187500000E+07,   -0.106846271250000E+08,   -0.538327310000000E+08
       99.,    0.891941260000000E+08,    0.779395100000000E+08,    0.924388980000000E+08,    0.382081500000000E+06,   -0.721244612500000E+07,   -0.424161150000000E+08
      100.,    0.100771857000000E+09,    0.869399300000000E+08,    0.944142770000000E+08,    0.629274117187500E+06,   -0.936783087500000E+07,   -0.523998290000000E+08
      101.,    0.990720960000000E+08,    0.840509420000000E+08,    0.831302240000000E+08,    0.135835790625000E+07,   -0.700213687500000E+07,   -0.458544260000000E+08
      102.,    0.110726659000000E+09,    0.924425730000000E+08,    0.834193410000000E+08,    0.187332946875000E+07,   -0.858933962500000E+07,   -0.548391850000000E+08
      103.,    0.899079640000000E+08,    0.769141820000000E+08,    0.932767700000000E+08,    0.278853265625000E+06,   -0.564005812500000E+07,   -0.431933700000000E+08
      104.,    0.101726203000000E+09,    0.856774050000000E+08,    0.953724210000000E+08,    0.457117781250000E+06,   -0.735337625000000E+07,   -0.534422565000000E+08
      105.,    0.100186334000000E+09,    0.830535440000000E+08,    0.838899300000000E+08,    0.115538184375000E+07,   -0.537423412500000E+07,   -0.466732710000000E+08
      106.,    0.112209070000000E+09,    0.911741340000000E+08,    0.843233810000000E+08,    0.157821060937500E+07,   -0.670771987500000E+07,   -0.559623980000000E+08
      107.,    0.909110200000000E+08,    0.759858420000000E+08,    0.944457580000000E+08,    0.221769589843750E+06,   -0.423309625000000E+07,   -0.441473040000000E+08
      108.,    0.103006715000000E+09,    0.844629030000000E+08,    0.965666960000000E+08,    0.333916718750000E+06,   -0.555109143750000E+07,   -0.545633080000000E+08
      109.,    0.101412270000000E+09,    0.820557320000000E+08,    0.846463040000000E+08,    0.904277171875000E+06,   -0.402169025000000E+07,   -0.474583240000000E+08
      110.,    0.113848322000000E+09,    0.900631530000000E+08,    0.853307350000000E+08,    0.121061495312500E+07,   -0.504893087500000E+07,   -0.570242400000000E+08
      111.,    0.919943960000000E+08,    0.750400120000000E+08,    0.957196580000000E+08,    0.223926558593750E+06,   -0.294788643750000E+07,   -0.450217040000000E+08
      112.,    0.104494840000000E+09,    0.833899950000000E+08,    0.979491310000000E+08,    0.254616802734375E+06,   -0.399009206250000E+07,   -0.556628920000000E+08
      113.,    0.102575710000000E+09,    0.812304880000000E+08,    0.854347500000000E+08,    0.701715218750000E+06,   -0.281046093750000E+07,   -0.482099150000000E+08
      114.,    0.115432264000000E+09,    0.890850720000000E+08,    0.863115160000000E+08,    0.904736562500000E+06,   -0.353614306250000E+07,   -0.579873510000000E+08
      115.,    0.927536740000000E+08,    0.741750660000000E+08,    0.966899560000000E+08,    0.101309911621094E+06,   -0.197099331250000E+07,   -0.458123800000000E+08
      116.,    0.105969754000000E+09,    0.826068460000000E+08,    0.993143400000000E+08,    0.186131542968750E+06,   -0.265021478125000E+07,   -0.567428135000000E+08
      117.,    0.103627502000000E+09,    0.807655200000000E+08,    0.863310420000000E+08,    0.457696250000000E+06,   -0.184146403125000E+07,   -0.488923730000000E+08
      118.,    0.116679626000000E+09,    0.883214840000000E+08,    0.871073550000000E+08,    0.579348375000000E+06,   -0.223157090625000E+07,   -0.587718645000000E+08
      119.,    0.938613780000000E+08,    0.735668880000000E+08,    0.978049780000000E+08,   -0.637523925781250E+04,   -0.117754753125000E+07,   -0.463427210000000E+08
      120.,    0.107235021000000E+09,    0.818782890000000E+08,    0.100444096000000E+09,    0.577976953125000E+05,   -0.167932540625000E+07,   -0.574922690000000E+08
      121.,    0.104770628000000E+09,    0.807024540000000E+08,    0.871225020000000E+08,    0.317256750000000E+06,   -0.740954453125000E+06,   -0.493788880000000E+08
      122.,    0.117586596000000E+09,    0.878446900000000E+08,    0.877418090000000E+08,    0.266053396484375E+06,   -0.117790039062500E+07,   -0.592674305000000E+08
      123.,    0.950244440000000E+08,    0.733684240000000E+08,    0.987065580000000E+08,    0.332124968261719E+05,   -0.423232515625000E+06,   -0.468235790000000E+08
      124.,    0.108119444000000E+09,    0.813633400000000E+08,    0.101260715000000E+09,    0.217396939086914E+05,   -0.796545460937500E+06,   -0.579692115000000E+08
      125.,    0.103904584000000E+09,    0.800089200000000E+08,    0.862576120000000E+08,    0.168837195312500E+06,    0.178333773437500E+06,   -0.495659780000000E+08
      126.,    0.118217176000000E+09,    0.880288340000000E+08,    0.881703740000000E+08,    0.142994108886719E+05,    0.394101113281250E+05,   -0.596865270000000E+08
      127.,    0.942613960000000E+08,    0.731347920000000E+08,    0.983344920000000E+08,    0.726074804687500E+05,    0.208652539062500E+06,   -0.466471080000000E+08
      128.,    0.108806578000000E+09,    0.816339360000000E+08,    0.101712196000000E+09,    0.152920493164062E+05,    0.697661731262207E+05,   -0.583318560000000E+08
      129.,    0.725522760000000E+08,    0.814012640000000E+08,    0.109433920000000E+09,    0.806581775000000E+07,   -0.378013520000000E+08,   -0.215451480000000E+08
      130.,    0.837302040000000E+08,    0.953607880000000E+08,    0.115647592000000E+09,    0.101572895000000E+08,   -0.487671130000000E+08,   -0.280591475000000E+08
      131.,    0.733604300000000E+08,    0.826615480000000E+08,    0.110146730000000E+09,    0.824135650000000E+07,   -0.376638260000000E+08,   -0.218830820000000E+08
      132.,    0.831246090000000E+08,    0.948508140000000E+08,    0.114941779000000E+09,    0.998865437500000E+07,   -0.481156200000000E+08,   -0.283264887500000E+08
      133.,    0.726949620000000E+08,    0.818162840000000E+08,    0.108794016000000E+09,    0.759623825000000E+07,   -0.369804480000000E+08,   -0.219538350000000E+08
      134.,    0.830959450000000E+08,    0.944590360000000E+08,    0.113764820000000E+09,    0.941046725000000E+07,   -0.473982450000000E+08,   -0.285843422500000E+08
      135.,    0.725538660000000E+08,    0.809994280000000E+08,    0.107318140000000E+09,    0.692565612500000E+07,   -0.362420190000000E+08,   -0.220656445000000E+08
      136.,    0.830802900000000E+08,    0.935856000000000E+08,    0.112156960000000E+09,    0.857150112500000E+07,   -0.464117285000000E+08,   -0.287142355000000E+08
      137.,    0.730211440000000E+08,    0.808723420000000E+08,    0.106024940000000E+09,    0.617441462500000E+07,   -0.353872850000000E+08,   -0.223931080000000E+08
      138.,    0.829938890000000E+08,    0.927322920000000E+08,    0.110601958000000E+09,    0.762960243750000E+07,   -0.449860570000000E+08,   -0.291423270000000E+08
      139.,    0.731577400000000E+08,    0.802499420000000E+08,    0.104501086000000E+09,    0.530680500000000E+07,   -0.340948040000000E+08,   -0.228809435000000E+08
      140.,    0.830930700000000E+08,    0.918593690000000E+08,    0.108715869000000E+09,    0.653021375000000E+07,   -0.432612025000000E+08,   -0.298049667500000E+08
      141.,    0.733557060000000E+08,    0.797451540000000E+08,    0.103040288000000E+09,    0.452279925000000E+07,   -0.326946400000000E+08,   -0.235966070000000E+08
      142.,    0.834062840000000E+08,    0.912311240000000E+08,    0.107087954000000E+09,    0.557916025000000E+07,   -0.414551865000000E+08,   -0.306502162500000E+08
      143.,    0.739343020000000E+08,    0.793893120000000E+08,    0.101862050000000E+09,    0.390253175000000E+07,   -0.312150975000000E+08,   -0.243876940000000E+08
      144.,    0.839137140000000E+08,    0.908411370000000E+08,    0.105747163000000E+09,    0.478392050000000E+07,   -0.394898835000000E+08,   -0.318304045000000E+08
      145.,    0.744723300000000E+08,    0.793966620000000E+08,    0.100983512000000E+09,    0.350838756250000E+07,   -0.296277140000000E+08,   -0.254758535000000E+08
      146.,    0.847403610000000E+08,    0.906917220000000E+08,    0.104882717000000E+09,    0.430157231250000E+07,   -0.376554535000000E+08,   -0.331375112500000E+08
      147.,    0.753861440000000E+08,    0.793509200000000E+08,    0.100440368000000E+09,    0.330110800000000E+07,   -0.281739245000000E+08,   -0.266177520000000E+08
      148.,    0.858702620000000E+08,    0.908564920000000E+08,    0.104438752000000E+09,    0.408123468750000E+07,   -0.357691530000000E+08,   -0.347179800000000E+08
      149.,    0.763661340000000E+08,    0.795904660000000E+08,    0.100327386000000E+09,    0.331602106250000E+07,   -0.267163955000000E+08,   -0.279192455000000E+08
      150.,    0.872654000000000E+08,    0.910666950000000E+08,    0.104386136000000E+09,    0.409324393750000E+07,   -0.341281325000000E+08,   -0.362655125000000E+08
      151.,    0.776289340000000E+08,    0.795850440000000E+08,    0.100385804000000E+09,    0.338905581250000E+07,   -0.254468225000000E+08,   -0.291608880000000E+08
      152.,    0.888640380000000E+08,    0.913220220000000E+08,    0.104601416000000E+09,    0.427142806250000E+07,   -0.324952977500000E+08,   -0.379098500000000E+08
      153.,    0.789294720000000E+08,    0.796238340000000E+08,    0.100511088000000E+09,    0.353409887500000E+07,   -0.241328450000000E+08,   -0.302925845000000E+08
      154.,    0.904481070000000E+08,    0.914204830000000E+08,    0.104934109000000E+09,    0.445321243750000E+07,   -0.309937082500000E+08,   -0.394859940000000E+08
      155.,    0.800757180000000E+08,    0.796689860000000E+08,    0.100830056000000E+09,    0.363384662500000E+07,   -0.229042565000000E+08,   -0.315522765000000E+08
      156.,    0.920934530000000E+08,    0.913224950000000E+08,    0.105293538000000E+09,    0.457579531250000E+07,   -0.294736225000000E+08,   -0.409276650000000E+08
      157.,    0.812119540000000E+08,    0.792009660000000E+08,    0.101023544000000E+09,    0.354588887500000E+07,   -0.216618685000000E+08,   -0.325837255000000E+08
      158.,    0.935375270000000E+08,    0.910341920000000E+08,    0.105606974000000E+09,    0.455821462500000E+07,   -0.279449685000000E+08,   -0.422021955000000E+08
      159.,    0.821126220000000E+08,    0.787116820000000E+08,    0.100975144000000E+09,    0.336045787500000E+07,   -0.204202365000000E+08,   -0.333520475000000E+08
      160.,    0.946430260000000E+08,    0.904452540000000E+08,    0.105754835000000E+09,    0.432982743750000E+07,   -0.263477662500000E+08,   -0.433563415000000E+08
      161.,    0.826465960000000E+08,    0.781149060000000E+08,    0.101047910000000E+09,    0.304026587500000E+07,   -0.190122855000000E+08,   -0.341616410000000E+08
      162.,    0.954013330000000E+08,    0.895634860000000E+08,    0.105702332000000E+09,    0.387243718750000E+07,   -0.246144205000000E+08,   -0.443147580000000E+08
      163.,    0.829220880000000E+08,    0.772743300000000E+08,    0.100915052000000E+09,    0.250507243750000E+07,   -0.175751615000000E+08,   -0.348427040000000E+08
      164.,    0.957043790000000E+08,    0.885801830000000E+08,    0.105504308000000E+09,    0.325815693750000E+07,   -0.228104335000000E+08,   -0.450644990000000E+08
      165.,    0.828083420000000E+08,    0.763772360000000E+08,    0.100483062000000E+09,    0.189146175000000E+07,   -0.160923585000000E+08,   -0.352914370000000E+08
      166.,    0.953578290000000E+08,    0.874236110000000E+08,    0.104942020000000E+09,    0.246099440625000E+07,   -0.208766630000000E+08,   -0.457240395000000E+08
      167.,    0.823608560000000E+08,    0.755318060000000E+08,    0.100183904000000E+09,    0.130181421875000E+07,   -0.142832757500000E+08,   -0.358675520000000E+08
      168.,    0.948472420000000E+08,    0.861972520000000E+08,    0.104523973000000E+09,    0.167138023437500E+07,   -0.187535015000000E+08,   -0.462789110000000E+08
      169.,    0.819185480000000E+08,    0.745630560000000E+08,    0.999155280000000E+08,    0.659992875000000E+06,   -0.126838537500000E+08,   -0.362864890000000E+08
      170.,    0.940800650000000E+08,    0.850044560000000E+08,    0.104075697000000E+09,    0.921758421875000E+06,   -0.165661761250000E+08,   -0.467800825000000E+08
      171.,    0.813871760000000E+08,    0.737153320000000E+08,    0.997522500000000E+08,    0.200352691406250E+06,   -0.108002312500000E+08,   -0.367790250000000E+08
      172.,    0.932543360000000E+08,    0.838486700000000E+08,    0.103795404000000E+09,    0.311606578125000E+06,   -0.143645988750000E+08,   -0.473301905000000E+08
      173.,    0.809021640000000E+08,    0.727924300000000E+08,    0.998809860000000E+08,   -0.132833814453125E+06,   -0.906520275000000E+07,   -0.373539640000000E+08
      174.,    0.926693400000000E+08,    0.827082080000000E+08,    0.103803358000000E+09,   -0.166884463867188E+06,   -0.121644103750000E+08,   -0.479335525000000E+08
      175.,    0.807694400000000E+08,    0.718661500000000E+08,    0.100341150000000E+09,   -0.411397445312500E+06,   -0.727027937500000E+07,   -0.380776120000000E+08
      176.,    0.925098140000000E+08,    0.816091410000000E+08,    0.104234002000000E+09,   -0.473857421875000E+06,   -0.989231600000000E+07,   -0.487334040000000E+08
      177.,    0.810194440000000E+08,    0.709450180000000E+08,    0.101107616000000E+09,   -0.526735820312500E+06,   -0.555879750000000E+07,   -0.388072600000000E+08
      178.,    0.927575390000000E+08,    0.805012160000000E+08,    0.105038266000000E+09,   -0.614307679687500E+06,   -0.773004650000000E+07,   -0.496778345000000E+08
      179.,    0.816155760000000E+08,    0.701474180000000E+08,    0.102244142000000E+09,   -0.508184789062500E+06,   -0.411165362500000E+07,   -0.396296470000000E+08
