nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,  total-pressure
        45, 4.083898558E-03, 5.017498195E-03, 2.629916125E-02, 9.998529299E+06
        46, 3.961216401E-03, 5.113421057E-03, 2.629916125E-02, 9.999245224E+06
        47, 3.837185130E-03, 5.207592978E-03, 2.629916125E-02, 9.999879232E+06
        48, 3.710735745E-03, 5.298492154E-03, 2.629916125E-02, 1.000039659E+07
        49, 3.644435977E-03, 5.344544037E-03, 2.629916125E-02, 1.000064173E+07
        50, 3.577067623E-03, 5.389018077E-03, 2.629916125E-02, 1.000084971E+07
        51, 3.509699268E-03, 5.433492117E-03, 2.629916125E-02, 1.000103744E+07
        52, 3.441957844E-03, 5.477395814E-03, 2.629916125E-02, 1.000118894E+07
        53, 3.372868620E-03, 5.519146437E-03, 2.629916125E-02, 1.000131428E+07
        54, 3.303779396E-03, 5.560897060E-03, 2.629916125E-02, 1.000140092E+07
        55, 3.234690105E-03, 5.602647571E-03, 2.629916125E-02, 1.000143561E+07
        56, 6.467118080E-03,-2.384615944E-13, 2.640058892E-02, 1.000155023E+07
        57, 6.465293440E-03, 8.539569226E-05, 2.640067399E-02, 1.000151694E+07
        58, 3.302081373E-03, 5.559653738E-03, 2.640060425E-02, 1.000179378E+07
        59, 3.233560987E-03, 5.600691918E-03, 2.640051880E-02, 1.000182399E+07
        60, 6.463440205E-03, 1.707907192E-04, 2.640074027E-02, 1.000144509E+07
        61, 6.461587105E-03, 2.561792128E-04, 2.640080663E-02, 1.000135524E+07
        62, 6.457070061E-03, 3.414682191E-04, 2.640081998E-02, 1.000123282E+07
        63, 6.451531927E-03, 4.267035007E-04, 2.640077005E-02, 1.000107255E+07
        64, 6.445994836E-03, 5.119217124E-04, 2.640072114E-02, 1.000090329E+07
        65, 6.438810781E-03, 5.970162784E-04, 2.640068109E-02, 1.000069301E+07
        66, 6.418209929E-03, 7.867771802E-04, 2.640069272E-02, 1.000001834E+07
        67, 6.391584244E-03, 9.757862081E-04, 2.640072863E-02, 9.999170056E+06
        68, 6.360549224E-03, 1.164152227E-03, 2.640084025E-02, 9.998300913E+06
        69, 6.323698171E-03, 1.351484080E-03, 2.640089095E-02, 9.997662225E+06
        70, 6.280253384E-03, 1.537391511E-03, 2.640081078E-02, 9.997795134E+06
        71, 6.232421562E-03, 1.722208637E-03, 2.640088256E-02, 9.998682339E+06
        72, 4.078432577E-03, 5.017872277E-03, 2.640081367E-02, 9.998744099E+06
        73, 3.831510977E-03, 5.208921278E-03, 2.640074168E-02, 1.000022131E+07
        74, 3.704612169E-03, 5.299829028E-03, 2.640064377E-02, 1.000076390E+07
        75, 3.638999570E-03, 5.345368424E-03, 2.640068607E-02, 1.000101889E+07
        76, 3.572837455E-03, 5.390118455E-03, 2.640073553E-02, 1.000124354E+07
        77, 3.505725869E-03, 5.433428710E-03, 2.640070690E-02, 1.000143002E+07
        78, 3.438615128E-03, 5.476737031E-03, 2.640069595E-02, 1.000158318E+07
        79, 3.370584761E-03, 5.518587475E-03, 2.640067067E-02, 1.000171239E+07
        80, 6.179730937E-03, 1.905715139E-03, 2.640094302E-02, 9.999921937E+06
        81, 6.120691118E-03, 2.087295467E-03, 2.640096392E-02, 1.000092362E+07
        82, 6.056108196E-03, 2.266969774E-03, 2.640093185E-02, 1.000120086E+07
        83, 5.986572198E-03, 2.444774666E-03, 2.640092150E-02, 1.000105992E+07
        84, 5.911843204E-03, 2.620448894E-03, 2.640090175E-02, 1.000106398E+07
        85, 5.831991478E-03, 2.793840497E-03, 2.640087708E-02, 1.000123292E+07
        86, 5.747090772E-03, 2.964806667E-03, 2.640086371E-02, 1.000141778E+07
        87, 5.709543123E-03, 3.036224266E-03, 2.640094864E-02, 1.000149385E+07
        88, 5.671225886E-03, 3.107230971E-03, 2.640099439E-02, 1.000155673E+07
        89, 5.632091349E-03, 3.177790848E-03, 2.640104106E-02, 1.000160635E+07
        90, 5.591873035E-03, 3.247736678E-03, 2.640101541E-02, 1.000163851E+07
        91, 5.551152948E-03, 3.317389743E-03, 2.640102193E-02, 1.000165475E+07
        92, 5.509077461E-03, 3.386230038E-03, 2.640092712E-02, 1.000164884E+07
        93, 5.466774973E-03, 3.454926253E-03, 2.640089113E-02, 1.000161954E+07
        94, 5.424915132E-03, 3.519469347E-03, 2.640091240E-02, 1.000156266E+07
        95, 5.383047749E-03, 3.584014516E-03, 2.640101234E-02, 1.000147985E+07
        96, 5.339665460E-03, 3.647553768E-03, 2.640099140E-02, 1.000137402E+07
        97, 5.296108820E-03, 3.710974760E-03, 2.640102011E-02, 1.000125797E+07
        98, 5.251423374E-03, 3.773608015E-03, 2.640097054E-02, 1.000115377E+07
        99, 5.206221835E-03, 3.835869063E-03, 2.640092683E-02, 1.000108145E+07
       100, 5.160231982E-03, 3.897551409E-03, 2.640084718E-02, 1.000106341E+07
       101, 5.064731591E-03, 4.021013593E-03, 2.640091108E-02, 1.000113010E+07
       102, 4.966272383E-03, 4.142148172E-03, 2.640095851E-02, 1.000120717E+07
       103, 3.956633952E-03, 5.115545608E-03, 2.640086138E-02, 9.999539476E+06
       104, 4.864907072E-03, 4.260876827E-03, 2.640099380E-02, 1.000088546E+07
       105, 4.760693655E-03, 4.377122970E-03, 2.640100996E-02, 9.999933016E+06
       106, 4.653624506E-03, 4.490753491E-03, 2.640100717E-02, 9.998932721E+06
       107, 4.543175249E-03, 4.601091102E-03, 2.640101408E-02, 9.998036052E+06
       108, 4.430856187E-03, 4.709530442E-03, 2.640095447E-02, 9.997392754E+06
       109, 4.316347471E-03, 4.815674662E-03, 2.640098776E-02, 9.997443464E+06
       110, 4.198313565E-03, 4.917870735E-03, 2.640094730E-02, 9.997962071E+06
       111, 3.230195641E-03, 5.594862968E-03, 2.650167785E-02, 1.000194678E+07
       112, 6.460380395E-03,-2.366382906E-13, 2.650181785E-02, 1.000162368E+07
       113, 6.458602427E-03, 8.531900258E-05, 2.650198509E-02, 1.000159388E+07
       114, 3.696068476E-03, 5.297619216E-03, 2.650187956E-02, 1.000091973E+07
       115, 3.297966688E-03, 5.554329886E-03, 2.650184636E-02, 1.000191863E+07
       116, 6.456746998E-03, 1.706363818E-04, 2.650211218E-02, 1.000152947E+07
       117, 6.439319261E-03, 5.114722647E-04, 2.650202431E-02, 1.000101271E+07
       118, 6.432142166E-03, 5.964889341E-04, 2.650192119E-02, 1.000080781E+07
       119, 6.411567807E-03, 7.859875832E-04, 2.650196372E-02, 1.000012277E+07
       120, 6.384972662E-03, 9.747502853E-04, 2.650205067E-02, 9.999229328E+06
       121, 3.823285375E-03, 5.206706478E-03, 2.650208920E-02, 1.000035869E+07
       122, 3.631195777E-03, 5.342640076E-03, 2.650198177E-02, 1.000117717E+07
       123, 3.565697134E-03, 5.386759051E-03, 2.650207815E-02, 1.000139223E+07
       124, 3.499345232E-03, 5.429580283E-03, 2.650203597E-02, 1.000157120E+07
       125, 3.432990820E-03, 5.472400625E-03, 2.650202573E-02, 1.000172407E+07
       126, 3.365693045E-03, 5.513722541E-03, 2.650197336E-02, 1.000184525E+07
       127, 6.454891615E-03, 2.559515811E-04, 2.650223929E-02, 1.000144576E+07
       128, 6.450376645E-03, 3.411679081E-04, 2.650225078E-02, 1.000132969E+07
       129, 6.444847527E-03, 4.263270475E-04, 2.650213714E-02, 1.000117829E+07
       130, 6.353970972E-03, 1.162879110E-03, 2.650227958E-02, 9.998306891E+06
       131, 6.273777741E-03, 1.535665603E-03, 2.650224423E-02, 9.997871080E+06
       132, 5.154857905E-03, 3.893552380E-03, 2.650224363E-02, 1.000135796E+07
       133, 4.070742487E-03, 5.015450941E-03, 2.650224984E-02, 9.998815780E+06
       134, 6.317162039E-03, 1.349976337E-03, 2.650238673E-02, 9.997663249E+06
       135, 6.226004003E-03, 1.720267033E-03, 2.650238281E-02, 9.998866457E+06
       136, 6.173372575E-03, 1.903552408E-03, 2.650250078E-02, 1.000025127E+07
       137, 5.905849073E-03, 2.617422999E-03, 2.650238609E-02, 1.000134357E+07
       138, 5.826115866E-03, 2.790587860E-03, 2.650232157E-02, 1.000151511E+07
       139, 5.741347130E-03, 2.961318866E-03, 2.650227511E-02, 1.000171065E+07
       140, 5.200819829E-03, 3.831899422E-03, 2.650240560E-02, 1.000137478E+07
       141, 5.059190709E-03, 4.017204683E-03, 2.650238770E-02, 1.000143902E+07
       142, 3.948620048E-03, 5.113163503E-03, 2.650231966E-02, 9.999658007E+06
       143, 6.114410851E-03, 2.084924839E-03, 2.650253524E-02, 1.000132415E+07
       144, 6.049914337E-03, 2.264383633E-03, 2.650246643E-02, 1.000152678E+07
       145, 5.980472887E-03, 2.441970627E-03, 2.650243687E-02, 1.000134062E+07
       146, 5.703830094E-03, 3.032692274E-03, 2.650244847E-02, 1.000178822E+07
       147, 5.503508675E-03, 3.382489446E-03, 2.650238445E-02, 1.000195240E+07
       148, 5.461242638E-03, 3.451145065E-03, 2.650229993E-02, 1.000192371E+07
       149, 5.419402992E-03, 3.515652872E-03, 2.650235457E-02, 1.000186766E+07
       150, 5.665534627E-03, 3.103652151E-03, 2.650254186E-02, 1.000185402E+07
       151, 5.586239194E-03, 3.244074982E-03, 2.650257850E-02, 1.000193919E+07
       152, 5.545551980E-03, 3.313688513E-03, 2.650258344E-02, 1.000195678E+07
       153, 5.377549823E-03, 3.580162820E-03, 2.650256332E-02, 1.000178506E+07
       154, 5.334193027E-03, 3.643673234E-03, 2.650252982E-02, 1.000167912E+07
       155, 5.290655465E-03, 3.707062492E-03, 2.650259008E-02, 1.000156033E+07
       156, 5.245996023E-03, 3.769667674E-03, 2.650249410E-02, 1.000145296E+07
       157, 4.960545992E-03, 4.138526392E-03, 2.650249566E-02, 1.000156850E+07
       158, 5.626431168E-03, 3.174171411E-03, 2.650263273E-02, 1.000190464E+07
       159, 4.858978235E-03, 4.257437350E-03, 2.650257684E-02, 1.000129660E+07
       160, 4.754546040E-03, 4.373858955E-03, 2.650262067E-02, 1.000026692E+07
       161, 4.647280031E-03, 4.487697027E-03, 2.650262944E-02, 9.999137452E+06
       162, 4.536583621E-03, 4.598184135E-03, 2.650264307E-02, 9.998134258E+06
       163, 4.423985948E-03, 4.706749944E-03, 2.650252993E-02, 9.997406774E+06
       164, 4.309261807E-03, 4.813091081E-03, 2.650259675E-02, 9.997429655E+06
       165, 4.190933824E-03, 4.915375075E-03, 2.650251320E-02, 9.997970953E+06
       166, 3.224509116E-03, 5.585013618E-03, 2.660242060E-02, 1.000190398E+07
       167, 6.448990253E-03,-2.335558358E-13, 2.660262931E-02, 1.000155022E+07
       168, 3.291591799E-03, 5.545177860E-03, 2.660272139E-02, 1.000187595E+07
       169, 6.447423477E-03, 8.519495560E-05, 2.660293261E-02, 1.000152401E+07
       170, 6.420990023E-03, 5.956043058E-04, 2.660292920E-02, 1.000081181E+07
       171, 3.684992442E-03, 5.291700897E-03, 2.660285600E-02, 1.000095164E+07
       172, 3.620898235E-03, 5.336169018E-03, 2.660300849E-02, 1.000119262E+07
       173, 6.445554929E-03, 1.703834082E-04, 2.660314853E-02, 1.000146821E+07
       174, 6.428151377E-03, 5.107174462E-04, 2.660308605E-02, 1.000100351E+07
       175, 6.400448625E-03, 7.847099948E-04, 2.660304504E-02, 1.000013340E+07
       176, 3.424998964E-03, 5.464242622E-03, 2.660303104E-02, 1.000170134E+07
       177, 3.358494583E-03, 5.505044803E-03, 2.660292808E-02, 1.000180883E+07
       178, 6.433661559E-03, 4.256978791E-04, 2.660323926E-02, 1.000115528E+07
       179, 6.373890450E-03, 9.730929609E-04, 2.660321721E-02, 9.999206965E+06
       180, 3.812427997E-03, 5.200829199E-03, 2.660321599E-02, 1.000039255E+07
       181, 3.556104147E-03, 5.379626729E-03, 2.660312384E-02, 1.000138659E+07
       182, 3.490555575E-03, 5.421934966E-03, 2.660305562E-02, 1.000155485E+07
       183, 6.443686324E-03, 2.555747234E-04, 2.660336442E-02, 1.000139512E+07
       184, 6.439172410E-03, 3.406672522E-04, 2.660339293E-02, 1.000128976E+07
       185, 6.342923473E-03, 1.160848218E-03, 2.660358981E-02, 9.998229501E+06
       186, 6.262881846E-03, 1.532913833E-03, 2.660361400E-02, 9.997901094E+06
       187, 4.060235861E-03, 5.009484159E-03, 2.660352895E-02, 9.998804991E+06
       188, 6.306172408E-03, 1.347575700E-03, 2.660378239E-02, 9.997588078E+06
       189, 5.145882552E-03, 3.886771979E-03, 2.660369875E-02, 1.000157762E+07
       190, 3.937876900E-03, 5.107169718E-03, 2.660357976E-02, 9.999683179E+06
       191, 6.215187231E-03, 1.717162404E-03, 2.660384079E-02, 9.999042250E+06
       192, 5.816117759E-03, 2.785393478E-03, 2.660383780E-02, 1.000172735E+07
       193, 5.731542703E-03, 2.955768679E-03, 2.660376767E-02, 1.000193132E+07
       194, 5.451867118E-03, 3.444914081E-03, 2.660380850E-02, 1.000215162E+07
       195, 6.162643899E-03, 1.900090884E-03, 2.660403985E-02, 1.000057311E+07
       196, 5.191771056E-03, 3.825187377E-03, 2.660395466E-02, 1.000159352E+07
       197, 5.050109472E-03, 4.010524500E-03, 2.660390833E-02, 1.000167301E+07
       198, 6.103796667E-03, 2.081121233E-03, 2.660410798E-02, 1.000168392E+07
       199, 6.039434033E-03, 2.260234407E-03, 2.660402345E-02, 1.000178495E+07
       200, 5.970136764E-03, 2.437474437E-03, 2.660399317E-02, 1.000154462E+07
       201, 5.895673836E-03, 2.612579012E-03, 2.660392830E-02, 1.000155256E+07
       202, 5.694073824E-03, 3.027035577E-03, 2.660403835E-02, 1.000200904E+07
       203, 5.494057438E-03, 3.376348901E-03, 2.660395016E-02, 1.000217902E+07
       204, 5.410075539E-03, 3.509335360E-03, 2.660390244E-02, 1.000209719E+07
       205, 4.951345247E-03, 4.131946216E-03, 2.660406016E-02, 1.000186420E+07
       206, 4.414029836E-03, 4.700618916E-03, 2.660402931E-02, 9.997360415E+06
       207, 4.180638439E-03, 4.909387408E-03, 2.660394896E-02, 9.997904055E+06
       208, 5.655823865E-03, 3.097889014E-03, 2.660418762E-02, 1.000207643E+07
       209, 5.616776515E-03, 3.168308675E-03, 2.660432582E-02, 1.000212721E+07
       210, 5.576645780E-03, 3.238116045E-03, 2.660424890E-02, 1.000216329E+07
       211, 5.536023884E-03, 3.307635323E-03, 2.660424959E-02, 1.000218177E+07
       212, 5.368257999E-03, 3.573752941E-03, 2.660421066E-02, 1.000201501E+07
       213, 5.324962273E-03, 3.637187851E-03, 2.660416542E-02, 1.000190891E+07
       214, 5.236882113E-03, 3.763028732E-03, 2.660409918E-02, 1.000167679E+07
       215, 5.281475235E-03, 3.700495007E-03, 2.660424725E-02, 1.000178758E+07
       216, 4.849644110E-03, 4.250954030E-03, 2.660416884E-02, 1.000166729E+07
       217, 4.745067069E-03, 4.367469249E-03, 2.660422223E-02, 1.000059968E+07
       218, 4.637664845E-03, 4.481418654E-03, 2.660422394E-02, 9.999336255E+06
       219, 4.526818435E-03, 4.591995050E-03, 2.660421979E-02, 9.998194144E+06
       220, 4.299170478E-03, 4.807079762E-03, 2.660410796E-02, 9.997340432E+06
       221, 3.216839884E-03, 5.571730119E-03, 2.670263629E-02, 1.000178973E+07
       222, 6.433634153E-03,-2.294000255E-13, 2.670291331E-02, 1.000140234E+07
       223, 3.282930290E-03, 5.532179415E-03, 2.670301461E-02, 1.000176073E+07
       224, 6.431797991E-03, 8.500896040E-05, 2.670330419E-02, 1.000137440E+07
       225, 6.405387605E-03, 5.943451087E-04, 2.670343564E-02, 1.000075061E+07
       226, 3.671396291E-03, 5.282100100E-03, 2.670332934E-02, 1.000092112E+07
       227, 3.348965848E-03, 5.492539225E-03, 2.670331406E-02, 1.000169550E+07
       228, 6.429907265E-03, 1.700164491E-04, 2.670362598E-02, 1.000132058E+07
       229, 6.412526460E-03, 5.096361143E-04, 2.670364388E-02, 1.000092091E+07
       230, 3.608114915E-03, 5.325986711E-03, 2.670352732E-02, 1.000113981E+07
       231, 3.414645511E-03, 5.452303377E-03, 2.670349062E-02, 1.000159819E+07
       232, 6.384881640E-03, 7.829269842E-04, 2.670364879E-02, 1.000008275E+07
       233, 3.544065044E-03, 5.368759527E-03, 2.670363943E-02, 1.000131164E+07
       234, 3.479360469E-03, 5.410533041E-03, 2.670353860E-02, 1.000146269E+07
       235, 6.418014357E-03, 4.247929490E-04, 2.670382366E-02, 1.000105159E+07
       236, 6.428016457E-03, 2.550266235E-04, 2.670394793E-02, 1.000125926E+07
       237, 3.798952180E-03, 5.191316797E-03, 2.670386010E-02, 1.000038149E+07
       238, 6.423502861E-03, 3.399402079E-04, 2.670400355E-02, 1.000116752E+07
       239, 6.358366682E-03, 9.707974508E-04, 2.670392383E-02, 9.999124750E+06
       240, 6.327439963E-03, 1.158044628E-03, 2.670445140E-02, 9.998089729E+06
       241, 4.046927082E-03, 4.999999211E-03, 2.670435649E-02, 9.998745812E+06
       242, 3.924420552E-03, 5.097594682E-03, 2.670436183E-02, 9.999667809E+06
       243, 6.247595721E-03, 1.529123764E-03, 2.670456985E-02, 9.997893702E+06
       244, 6.290763140E-03, 1.344268849E-03, 2.670474318E-02, 9.997454921E+06
       245, 6.200003967E-03, 1.712885248E-03, 2.670489264E-02, 9.999219341E+06
       246, 5.717698267E-03, 2.948166272E-03, 2.670489592E-02, 1.000209774E+07
       247, 5.133324318E-03, 3.877225248E-03, 2.670478008E-02, 1.000173697E+07
       248, 5.438673255E-03, 3.436240452E-03, 2.670495142E-02, 1.000232604E+07
       249, 4.167445386E-03, 4.899938204E-03, 2.670494275E-02, 9.997785952E+06
       250, 6.147576195E-03, 1.895323219E-03, 2.670518242E-02, 1.000089476E+07
       251, 5.179096268E-03, 3.815748133E-03, 2.670513534E-02, 1.000175514E+07
       252, 5.037506899E-03, 4.000990663E-03, 2.670505174E-02, 1.000184214E+07
       253, 4.401004731E-03, 4.691163837E-03, 2.670511089E-02, 9.997271700E+06
       254, 6.088880033E-03, 2.075880272E-03, 2.670529153E-02, 1.000200576E+07
       255, 6.024697224E-03, 2.254520357E-03, 2.670520019E-02, 1.000198537E+07
       256, 5.955591386E-03, 2.431286954E-03, 2.670517592E-02, 1.000168326E+07
       257, 5.881340885E-03, 2.605919820E-03, 2.670510259E-02, 1.000170374E+07
       258, 5.802019312E-03, 2.778263761E-03, 2.670498980E-02, 1.000188497E+07
       259, 5.680298110E-03, 3.019265033E-03, 2.670526838E-02, 1.000217505E+07
       260, 5.480748032E-03, 3.367816269E-03, 2.670515898E-02, 1.000235125E+07
       261, 5.396956448E-03, 3.500524624E-03, 2.670509245E-02, 1.000227371E+07
       262, 5.224103012E-03, 3.753704988E-03, 2.670534127E-02, 1.000184580E+07
       263, 4.938688666E-03, 4.122426900E-03, 2.670524250E-02, 1.000210158E+07
       264, 4.286060993E-03, 4.797635849E-03, 2.670518528E-02, 9.997198796E+06
       265, 5.642119032E-03, 3.089952639E-03, 2.670547783E-02, 1.000224301E+07
       266, 4.836924649E-03, 4.241449324E-03, 2.670537284E-02, 1.000200862E+07
       267, 5.355198335E-03, 3.564796657E-03, 2.670549625E-02, 1.000219279E+07
       268, 5.311996751E-03, 3.628109200E-03, 2.670544343E-02, 1.000208633E+07
       269, 5.268591331E-03, 3.691285815E-03, 2.670554206E-02, 1.000196207E+07
       270, 4.732275358E-03, 4.357976989E-03, 2.670543038E-02, 1.000095011E+07
       271, 4.624783727E-03, 4.471929887E-03, 2.670541327E-02, 9.999545053E+06
       272, 4.513898213E-03, 4.582550531E-03, 2.670538742E-02, 9.998228377E+06
       273, 5.603154920E-03, 3.160214060E-03, 2.670566331E-02, 1.000229414E+07
       274, 5.563118988E-03, 3.229870105E-03, 2.670556618E-02, 1.000233166E+07
       275, 5.522595952E-03, 3.299240169E-03, 2.670555818E-02, 1.000235183E+07
       276, 3.206890399E-03, 5.554497105E-03, 2.680204695E-02, 1.000164556E+07
       277, 6.413704217E-03,-2.240063419E-13, 2.680238935E-02, 1.000121138E+07
       278, 3.272087126E-03, 5.515486232E-03, 2.680255046E-02, 1.000161415E+07
       279, 6.411760772E-03, 8.477528049E-05, 2.680289457E-02, 1.000117894E+07
       280, 3.337199867E-03, 5.476339157E-03, 2.680294733E-02, 1.000154567E+07
       281, 3.655299606E-03, 5.268839759E-03, 2.680307177E-02, 1.000087165E+07
       282, 6.385363726E-03, 5.927297232E-04, 2.680321046E-02, 1.000066090E+07
       283, 6.409835673E-03, 1.695504866E-04, 2.680333409E-02, 1.000112430E+07
       284, 3.592870048E-03, 5.312113358E-03, 2.680331321E-02, 1.000106204E+07
       285, 3.465790748E-03, 5.395392998E-03, 2.680326767E-02, 1.000133252E+07
       286, 3.401959044E-03, 5.436602723E-03, 2.680319088E-02, 1.000145503E+07
       287, 6.392472424E-03, 5.082503542E-04, 2.680347040E-02, 1.000080590E+07
       288, 3.529608552E-03, 5.354177718E-03, 2.680340424E-02, 1.000120537E+07
       289, 6.364895795E-03, 7.806557844E-04, 2.680353656E-02, 1.000000375E+07
       290, 6.407910442E-03, 2.543292862E-04, 2.680377388E-02, 1.000107689E+07
       291, 6.397933366E-03, 4.236358111E-04, 2.680366649E-02, 1.000091054E+07
       292, 6.403394835E-03, 3.390131063E-04, 2.680386260E-02, 1.000100312E+07
       293, 3.782876244E-03, 5.178190504E-03, 2.680378520E-02, 1.000036070E+07
       294, 6.338428421E-03, 9.678797646E-04, 2.680392386E-02, 9.999005180E+06
       295, 4.030832784E-03, 4.987015022E-03, 2.680448239E-02, 9.998659936E+06
       296, 3.908269950E-03, 5.084460366E-03, 2.680442256E-02, 9.999639732E+06
       297, 6.307545693E-03, 1.154483194E-03, 2.680460931E-02, 9.997902918E+06
       298, 6.227940246E-03, 1.524307882E-03, 2.680484406E-02, 9.997871558E+06
       299, 6.270958481E-03, 1.340069662E-03, 2.680500721E-02, 9.997279917E+06
       300, 6.180474071E-03, 1.707447279E-03, 2.680526463E-02, 9.999430605E+06
       301, 5.117199765E-03, 3.864925942E-03, 2.680519840E-02, 1.000186348E+07
       302, 4.151371017E-03, 4.887045804E-03, 2.680523745E-02, 9.997629143E+06
       303, 5.783839665E-03, 2.769209930E-03, 2.680548490E-02, 1.000201658E+07
       304, 5.699831589E-03, 2.938522606E-03, 2.680536607E-02, 1.000223882E+07
       305, 5.421674966E-03, 3.425141216E-03, 2.680543419E-02, 1.000247443E+07
       306, 5.021399485E-03, 3.988617599E-03, 2.680553007E-02, 1.000197456E+07
       307, 4.384927084E-03, 4.678402554E-03, 2.680550734E-02, 9.997156278E+06
       308, 6.128190909E-03, 1.889261221E-03, 2.680564976E-02, 1.000125317E+07
       309, 5.162811653E-03, 3.803595985E-03, 2.680565617E-02, 1.000188764E+07
       310, 4.269930955E-03, 4.784756414E-03, 2.680555315E-02, 9.997014246E+06
       311, 6.069681704E-03, 2.069213332E-03, 2.680580279E-02, 1.000230605E+07
       312, 6.005723495E-03, 2.247252339E-03, 2.680571030E-02, 1.000213860E+07
       313, 5.936857127E-03, 2.423419391E-03, 2.680569617E-02, 1.000178329E+07
       314, 5.862870801E-03, 2.597456951E-03, 2.680561791E-02, 1.000182439E+07
       315, 5.463594320E-03, 3.356907405E-03, 2.680571510E-02, 1.000249655E+07
       316, 5.380059423E-03, 3.489236814E-03, 2.680562961E-02, 1.000242478E+07
       317, 5.662519527E-03, 3.009392078E-03, 2.680584293E-02, 1.000231476E+07
       318, 4.922594263E-03, 4.109984838E-03, 2.680575720E-02, 1.000229761E+07
       319, 5.207675059E-03, 3.741711598E-03, 2.680592742E-02, 1.000198790E+07
       320, 4.820836141E-03, 4.228938811E-03, 2.680590553E-02, 1.000233413E+07
       321, 4.716188402E-03, 4.345399438E-03, 2.680596509E-02, 1.000134408E+07
       322, 4.608684737E-03, 4.459278379E-03, 2.680592505E-02, 9.999788842E+06
       323, 4.497839588E-03, 4.569868195E-03, 2.680587350E-02, 9.998257267E+06
