nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,  total-pressure
        37, 5.092172146E-03, 3.989383232E-03, 1.899920090E-02, 9.997309307E+06
        38, 4.983275535E-03, 4.124636948E-03, 1.899920090E-02, 9.997335301E+06
        39, 4.870791737E-03, 4.256922376E-03, 1.899920090E-02, 9.997348359E+06
        40, 4.755019223E-03, 4.386339395E-03, 1.899920090E-02, 9.997334641E+06
        41, 4.635628249E-03, 4.512426006E-03, 1.899920090E-02, 9.997297273E+06
        42, 4.512319248E-03, 4.634683651E-03, 1.899920090E-02, 9.997253814E+06
        43, 4.386138385E-03, 4.753975011E-03, 1.899920090E-02, 9.997218750E+06
        44, 4.257466966E-03, 4.870575613E-03, 1.899920090E-02, 9.997200587E+06
        45, 4.124931416E-03, 4.982764606E-03, 1.899920090E-02, 9.997204233E+06
        46, 3.989449210E-03, 5.091376811E-03, 1.899920090E-02, 9.997220347E+06
        47, 3.851729580E-03, 5.197137585E-03, 1.899920090E-02, 9.997244387E+06
        48, 3.710735678E-03, 5.298492206E-03, 1.899920090E-02, 9.997267759E+06
        49, 3.644435915E-03, 5.344544075E-03, 1.899920090E-02, 9.997278305E+06
        50, 3.577067572E-03, 5.389018109E-03, 1.899920090E-02, 9.997286893E+06
        51, 3.509699228E-03, 5.433492143E-03, 1.899920090E-02, 9.997293339E+06
        52, 3.441957813E-03, 5.477395833E-03, 1.899920090E-02, 9.997297780E+06
        53, 3.372868599E-03, 5.519146449E-03, 1.899920090E-02, 9.997301013E+06
        54, 3.303779385E-03, 5.560897065E-03, 1.899920090E-02, 9.997303065E+06
        55, 3.234690105E-03, 5.602647571E-03, 1.899920172E-02, 9.997303630E+06
        56, 6.469380304E-03, 3.311744211E-18, 1.916510989E-02, 9.997377888E+06
        57, 6.467866319E-03, 8.034059143E-05, 1.916510911E-02, 9.997377522E+06
        58, 6.466352428E-03, 1.606811850E-04, 1.916510916E-02, 9.997376075E+06
        59, 6.464838421E-03, 2.410279775E-04, 1.916510925E-02, 9.997373186E+06
        60, 6.460386250E-03, 3.212678861E-04, 1.916510913E-02, 9.997368546E+06
        61, 6.455831886E-03, 4.014960259E-04, 1.916510933E-02, 9.997362056E+06
        62, 6.451277115E-03, 4.817313670E-04, 1.916510964E-02, 9.997353095E+06
        63, 6.443953951E-03, 5.617648054E-04, 1.916510909E-02, 9.997341259E+06
        64, 6.427461307E-03, 7.350142505E-04, 1.916510973E-02, 9.997315045E+06
        65, 6.404365780E-03, 9.075083712E-04, 1.916510932E-02, 9.997285044E+06
        66, 6.377514222E-03, 1.079440850E-03, 1.916510895E-02, 9.997261875E+06
        67, 6.346982312E-03, 1.250756444E-03, 1.916510916E-02, 9.997252738E+06
        68, 6.310475985E-03, 1.420903933E-03, 1.916510917E-02, 9.997260355E+06
        69, 6.269652080E-03, 1.590058727E-03, 1.916510906E-02, 9.997285766E+06
        70, 6.225583976E-03, 1.758392360E-03, 1.916510909E-02, 9.997324871E+06
        71, 6.175972018E-03, 1.925176366E-03, 1.916510911E-02, 9.997359564E+06
        72, 6.121810109E-03, 2.090538112E-03, 1.916510909E-02, 9.997375378E+06
        73, 6.063376935E-03, 2.254439597E-03, 1.916510908E-02, 9.997367991E+06
        74, 6.000555821E-03, 2.416708248E-03, 1.916510908E-02, 9.997348600E+06
        75, 5.933392874E-03, 2.577226505E-03, 1.916510909E-02, 9.997327378E+06
        76, 5.861936695E-03, 2.735877776E-03, 1.916510909E-02, 9.997316605E+06
        77, 5.827171059E-03, 2.809229530E-03, 1.916510925E-02, 9.997318887E+06
        78, 5.791378274E-03, 2.882087010E-03, 1.916510909E-02, 9.997329317E+06
        79, 5.754919813E-03, 2.954613008E-03, 1.916510917E-02, 9.997346549E+06
        80, 5.717188875E-03, 3.026487032E-03, 1.916510909E-02, 9.997367255E+06
        81, 5.679058924E-03, 3.098149527E-03, 1.916510912E-02, 9.997387584E+06
        82, 5.639416079E-03, 3.168988478E-03, 1.916510909E-02, 9.997402825E+06
        83, 5.599635860E-03, 3.239749797E-03, 1.916510909E-02, 9.997409466E+06
        84, 5.558420606E-03, 3.308977451E-03, 1.916510909E-02, 9.997405551E+06
        85, 5.517205912E-03, 3.378204165E-03, 1.916510908E-02, 9.997392325E+06
        86, 5.474294111E-03, 3.446393675E-03, 1.916510909E-02, 9.997372270E+06
        87, 5.431240664E-03, 3.514491071E-03, 1.916510910E-02, 9.997350504E+06
        88, 5.386790049E-03, 3.581686056E-03, 1.916510909E-02, 9.997331111E+06
        89, 5.341929392E-03, 3.648606175E-03, 1.916510912E-02, 9.997318287E+06
        90, 5.295960880E-03, 3.714770967E-03, 1.916510909E-02, 9.997314385E+06
        91, 5.194594410E-03, 3.855243754E-03, 1.916510909E-02, 9.997325137E+06
        92, 5.089501040E-03, 3.992952675E-03, 1.916510909E-02, 9.997348469E+06
        93, 4.980756347E-03, 4.127798779E-03, 1.916510909E-02, 9.997369738E+06
        94, 4.868437817E-03, 4.259684691E-03, 1.916510909E-02, 9.997378006E+06
        95, 4.752761334E-03, 4.388634487E-03, 1.916510909E-02, 9.997361951E+06
        96, 4.633613370E-03, 4.514384024E-03, 1.916510909E-02, 9.997326410E+06
        97, 4.510359950E-03, 4.636113189E-03, 1.916510905E-02, 9.997287497E+06
        98, 4.384797522E-03, 4.755465716E-03, 1.916510917E-02, 9.997260323E+06
        99, 4.256274984E-03, 4.871633524E-03, 1.916510914E-02, 9.997250012E+06
       100, 4.123759494E-03, 4.983218912E-03, 1.916510898E-02, 9.997258172E+06
       101, 3.988907743E-03, 5.091972355E-03, 1.916510927E-02, 9.997280194E+06
       102, 3.851722420E-03, 5.197793118E-03, 1.916510962E-02, 9.997309474E+06
       103, 3.710569270E-03, 5.298258410E-03, 1.916510909E-02, 9.997335883E+06
       104, 3.644669320E-03, 5.344898633E-03, 1.916510959E-02, 9.997348175E+06
       105, 3.577153975E-03, 5.389161887E-03, 1.916510932E-02, 9.997357689E+06
       106, 3.509644983E-03, 5.433420975E-03, 1.916510913E-02, 9.997364920E+06
       107, 3.442097388E-03, 5.477632366E-03, 1.916510924E-02, 9.997370188E+06
       108, 3.372958052E-03, 5.519306256E-03, 1.916510916E-02, 9.997373626E+06
       109, 3.303824069E-03, 5.560976919E-03, 1.916510911E-02, 9.997375485E+06
       110, 3.234690153E-03, 5.602647692E-03, 1.916510989E-02, 9.997376059E+06
       111, 6.469380304E-03, 3.154042087E-18, 1.933101807E-02, 9.997462408E+06
       112, 6.467864092E-03, 8.045877781E-05, 1.933101728E-02, 9.997461899E+06
       113, 6.466347974E-03, 1.609175578E-04, 1.933101728E-02, 9.997460264E+06
       114, 6.464831740E-03, 2.413825549E-04, 1.933101729E-02, 9.997457183E+06
       115, 6.460359474E-03, 3.217395536E-04, 1.933101728E-02, 9.997452043E+06
       116, 6.455798411E-03, 4.020857215E-04, 1.933101727E-02, 9.997444554E+06
       117, 6.451236932E-03, 4.824392151E-04, 1.933101730E-02, 9.997434704E+06
       118, 6.443875634E-03, 5.625875047E-04, 1.933101728E-02, 9.997421424E+06
       119, 6.427345135E-03, 7.362345972E-04, 1.933101727E-02, 9.997391905E+06
       120, 6.404149724E-03, 9.091178860E-04, 1.933101727E-02, 9.997358078E+06
       121, 6.377167687E-03, 1.081432631E-03, 1.933101729E-02, 9.997330035E+06
       122, 6.346474694E-03, 1.253122334E-03, 1.933101726E-02, 9.997315433E+06
       123, 6.309885126E-03, 1.423657788E-03, 1.933101725E-02, 9.997317023E+06
       124, 6.268855322E-03, 1.593170194E-03, 1.933101735E-02, 9.997336439E+06
       125, 6.224585900E-03, 1.761859282E-03, 1.933101729E-02, 9.997371294E+06
       126, 6.174788781E-03, 1.928999614E-03, 1.933101732E-02, 9.997403154E+06
       127, 6.120413259E-03, 2.094706924E-03, 1.933101728E-02, 9.997420508E+06
       128, 6.061734915E-03, 2.258939594E-03, 1.933101728E-02, 9.997417436E+06
       129, 5.998650153E-03, 2.421528340E-03, 1.933101728E-02, 9.997401954E+06
       130, 5.931205496E-03, 2.582354741E-03, 1.933101728E-02, 9.997386408E+06
       131, 5.859450054E-03, 2.741301353E-03, 1.933101728E-02, 9.997383089E+06
       132, 5.824545989E-03, 2.814572953E-03, 1.933101735E-02, 9.997390079E+06
       133, 5.788758353E-03, 2.887419953E-03, 1.933101728E-02, 9.997404200E+06
       134, 5.752163695E-03, 2.959863164E-03, 1.933101729E-02, 9.997424832E+06
       135, 5.714437917E-03, 3.031727357E-03, 1.933101729E-02, 9.997448229E+06
       136, 5.676174092E-03, 3.103304516E-03, 1.933101727E-02, 9.997470510E+06
       137, 5.636536392E-03, 3.174134276E-03, 1.933101730E-02, 9.997486637E+06
       138, 5.596624582E-03, 3.244807722E-03, 1.933101728E-02, 9.997493241E+06
       139, 5.555452653E-03, 3.313962606E-03, 1.933101730E-02, 9.997488448E+06
       140, 5.514281296E-03, 3.383116528E-03, 1.933101732E-02, 9.997473639E+06
       141, 5.471284407E-03, 3.451154107E-03, 1.933101729E-02, 9.997451485E+06
       142, 5.428276281E-03, 3.519179819E-03, 1.933101730E-02, 9.997427085E+06
       143, 5.383748511E-03, 3.586223218E-03, 1.933101728E-02, 9.997404716E+06
       144, 5.338935122E-03, 3.653072826E-03, 1.933101728E-02, 9.997388749E+06
       145, 5.292897347E-03, 3.719086692E-03, 1.933101728E-02, 9.997380447E+06
       146, 5.191661930E-03, 3.859149452E-03, 1.933101728E-02, 9.997383525E+06
       147, 5.086719174E-03, 3.996458982E-03, 1.933101728E-02, 9.997400539E+06
       148, 4.978144137E-03, 4.130917048E-03, 1.933101728E-02, 9.997417204E+06
       149, 4.866013708E-03, 4.262427019E-03, 1.933101728E-02, 9.997420741E+06
       150, 4.750551322E-03, 4.391020776E-03, 1.933101728E-02, 9.997402922E+06
       151, 4.631639203E-03, 4.516432656E-03, 1.933101728E-02, 9.997369775E+06
       152, 4.508616867E-03, 4.637817948E-03, 1.933101731E-02, 9.997335307E+06
       153, 4.383290512E-03, 4.756827859E-03, 1.933101726E-02, 9.997314164E+06
       154, 4.255069593E-03, 4.872723042E-03, 1.933101724E-02, 9.997310664E+06
       155, 4.122824550E-03, 4.983999806E-03, 1.933101730E-02, 9.997324650E+06
       156, 3.988265064E-03, 5.092468099E-03, 1.933101724E-02, 9.997351262E+06
       157, 3.851397575E-03, 5.198036341E-03, 1.933101722E-02, 9.997384350E+06
       158, 3.710569272E-03, 5.298258409E-03, 1.933101728E-02, 9.997414283E+06
       159, 3.644669464E-03, 5.344898539E-03, 1.933101728E-02, 9.997428227E+06
       160, 3.577154055E-03, 5.389161834E-03, 1.933101728E-02, 9.997438707E+06
       161, 3.509645000E-03, 5.433420964E-03, 1.933101728E-02, 9.997447002E+06
       162, 3.442097475E-03, 5.477632314E-03, 1.933101728E-02, 9.997452838E+06
       163, 3.372958110E-03, 5.519306221E-03, 1.933101728E-02, 9.997456486E+06
       164, 3.303824098E-03, 5.560976901E-03, 1.933101728E-02, 9.997458450E+06
       165, 3.234690153E-03, 5.602647692E-03, 1.933101807E-02, 9.997459096E+06
       166, 6.469380304E-03, 2.996339963E-18, 1.949692624E-02, 9.997513500E+06
       167, 6.467861865E-03, 8.057692826E-05, 1.949692547E-02, 9.997512866E+06
       168, 6.466343522E-03, 1.611538587E-04, 1.949692547E-02, 9.997511001E+06
       169, 6.464825060E-03, 2.417370239E-04, 1.949692548E-02, 9.997507728E+06
       170, 6.460332700E-03, 3.222112002E-04, 1.949692547E-02, 9.997502391E+06
       171, 6.455764941E-03, 4.026753162E-04, 1.949692546E-02, 9.997494436E+06
       172, 6.451196759E-03, 4.831468811E-04, 1.949692549E-02, 9.997484173E+06
       173, 6.443797316E-03, 5.634102039E-04, 1.949692547E-02, 9.997470219E+06
       174, 6.427193797E-03, 7.374509545E-04, 1.949692546E-02, 9.997438110E+06
       175, 6.403933664E-03, 9.107274247E-04, 1.949692546E-02, 9.997401869E+06
       176, 6.376821159E-03, 1.083424372E-03, 1.949692549E-02, 9.997371109E+06
       177, 6.345967078E-03, 1.255488216E-03, 1.949692546E-02, 9.997353162E+06
       178, 6.309294266E-03, 1.426411651E-03, 1.949692544E-02, 9.997353017E+06
       179, 6.268058585E-03, 1.596281580E-03, 1.949692556E-02, 9.997371948E+06
       180, 6.223587844E-03, 1.765326136E-03, 1.949692549E-02, 9.997406751E+06
       181, 6.173605557E-03, 1.932822820E-03, 1.949692551E-02, 9.997438668E+06
       182, 6.119016417E-03, 2.098875716E-03, 1.949692548E-02, 9.997456623E+06
       183, 6.060092903E-03, 2.263439570E-03, 1.949692547E-02, 9.997454996E+06
       184, 5.996744495E-03, 2.426348410E-03, 1.949692548E-02, 9.997441370E+06
       185, 5.929018127E-03, 2.587482957E-03, 1.949692548E-02, 9.997428014E+06
       186, 5.856963414E-03, 2.746724931E-03, 1.949692547E-02, 9.997427476E+06
       187, 5.821920974E-03, 2.819916263E-03, 1.949692557E-02, 9.997436469E+06
       188, 5.786138415E-03, 2.892752928E-03, 1.949692547E-02, 9.997452569E+06
       189, 5.749407615E-03, 2.965113247E-03, 1.949692550E-02, 9.997475134E+06
       190, 5.711686926E-03, 3.036967746E-03, 1.949692548E-02, 9.997499884E+06
       191, 5.673289281E-03, 3.108459470E-03, 1.949692546E-02, 9.997522884E+06
       192, 5.633656653E-03, 3.179280165E-03, 1.949692550E-02, 9.997539038E+06
       193, 5.593613305E-03, 3.249865648E-03, 1.949692547E-02, 9.997544972E+06
       194, 5.552484661E-03, 3.318947826E-03, 1.949692550E-02, 9.997539110E+06
       195, 5.511239591E-03, 3.387957216E-03, 1.949692551E-02, 9.997523079E+06
       196, 5.468274678E-03, 3.455914578E-03, 1.949692549E-02, 9.997499816E+06
       197, 5.425311801E-03, 3.523868721E-03, 1.949692550E-02, 9.997474179E+06
       198, 5.380706961E-03, 3.590760398E-03, 1.949692548E-02, 9.997450386E+06
       199, 5.335940775E-03, 3.657539592E-03, 1.949692548E-02, 9.997432772E+06
       200, 5.289833813E-03, 3.723402418E-03, 1.949692547E-02, 9.997422997E+06
       201, 5.188729457E-03, 3.863055142E-03, 1.949692547E-02, 9.997424121E+06
       202, 5.083937318E-03, 3.999965276E-03, 1.949692547E-02, 9.997438965E+06
       203, 4.975531937E-03, 4.134035302E-03, 1.949692547E-02, 9.997453552E+06
       204, 4.863589616E-03, 4.265169329E-03, 1.949692547E-02, 9.997454995E+06
       205, 4.748341311E-03, 4.393407063E-03, 1.949692547E-02, 9.997435830E+06
       206, 4.629665016E-03, 4.518481309E-03, 1.949692546E-02, 9.997402340E+06
       207, 4.506873768E-03, 4.639522722E-03, 1.949692550E-02, 9.997368333E+06
       208, 4.381783542E-03, 4.758189965E-03, 1.949692545E-02, 9.997348004E+06
       209, 4.253864203E-03, 4.873812559E-03, 1.949692543E-02, 9.997346580E+06
       210, 4.121889594E-03, 4.984780712E-03, 1.949692550E-02, 9.997363868E+06
       211, 3.987622416E-03, 5.092963819E-03, 1.949692543E-02, 9.997393001E+06
       212, 3.851066939E-03, 5.198271642E-03, 1.949692541E-02, 9.997428583E+06
       213, 3.710569273E-03, 5.298258408E-03, 1.949692547E-02, 9.997461092E+06
       214, 3.644669465E-03, 5.344898538E-03, 1.949692547E-02, 9.997475882E+06
       215, 3.577154056E-03, 5.389161834E-03, 1.949692547E-02, 9.997487066E+06
       216, 3.509645001E-03, 5.433420963E-03, 1.949692547E-02, 9.997496075E+06
       217, 3.442097476E-03, 5.477632313E-03, 1.949692547E-02, 9.997502247E+06
       218, 3.372958110E-03, 5.519306220E-03, 1.949692547E-02, 9.997506191E+06
       219, 3.303824098E-03, 5.560976901E-03, 1.949692547E-02, 9.997508469E+06
       220, 3.234690153E-03, 5.602647692E-03, 1.949692624E-02, 9.997509268E+06
       221, 6.469380304E-03, 2.838637839E-18, 1.966283441E-02, 9.997552794E+06
       222, 6.467859639E-03, 8.069507872E-05, 1.966283366E-02, 9.997552071E+06
       223, 6.466339069E-03, 1.613901596E-04, 1.966283366E-02, 9.997549995E+06
       224, 6.464818381E-03, 2.420914927E-04, 1.966283367E-02, 9.997546408E+06
       225, 6.460305926E-03, 3.226828467E-04, 1.966283366E-02, 9.997540626E+06
       226, 6.455731471E-03, 4.032649110E-04, 1.966283365E-02, 9.997532022E+06
       227, 6.451156587E-03, 4.838545464E-04, 1.966283368E-02, 9.997520994E+06
       228, 6.443718999E-03, 5.642329032E-04, 1.966283366E-02, 9.997506105E+06
       229, 6.427030700E-03, 7.386659450E-04, 1.966283365E-02, 9.997472089E+06
       230, 6.403717605E-03, 9.123369547E-04, 1.966283365E-02, 9.997434137E+06
       231, 6.376474633E-03, 1.085416098E-03, 1.966283368E-02, 9.997401909E+06
       232, 6.345459467E-03, 1.257854069E-03, 1.966283365E-02, 9.997382576E+06
       233, 6.308703409E-03, 1.429165494E-03, 1.966283363E-02, 9.997381536E+06
       234, 6.267261861E-03, 1.599392916E-03, 1.966283376E-02, 9.997400687E+06
       235, 6.222589808E-03, 1.768792922E-03, 1.966283369E-02, 9.997436667E+06
       236, 6.172422342E-03, 1.936645996E-03, 1.966283371E-02, 9.997469694E+06
       237, 6.117619581E-03, 2.103044486E-03, 1.966283367E-02, 9.997488341E+06
       238, 6.058450899E-03, 2.267939523E-03, 1.966283367E-02, 9.997487217E+06
       239, 5.994838845E-03, 2.431168457E-03, 1.966283367E-02, 9.997474322E+06
       240, 5.926830766E-03, 2.592611152E-03, 1.966283367E-02, 9.997462229E+06
       241, 5.854476774E-03, 2.752148508E-03, 1.966283366E-02, 9.997463512E+06
       242, 5.819296016E-03, 2.825259459E-03, 1.966283379E-02, 9.997473556E+06
       243, 5.783518462E-03, 2.898085936E-03, 1.966283366E-02, 9.997490535E+06
       244, 5.746651575E-03, 2.970363254E-03, 1.966283370E-02, 9.997513829E+06
       245, 5.708935902E-03, 3.042208198E-03, 1.966283367E-02, 9.997538947E+06
       246, 5.670404490E-03, 3.113614387E-03, 1.966283366E-02, 9.997561952E+06
       247, 5.630776861E-03, 3.184426148E-03, 1.966283370E-02, 9.997577661E+06
       248, 5.590602027E-03, 3.254923573E-03, 1.966283366E-02, 9.997582782E+06
       249, 5.549516631E-03, 3.323933110E-03, 1.966283370E-02, 9.997575869E+06
       250, 5.508184399E-03, 3.392789596E-03, 1.966283369E-02, 9.997558798E+06
       251, 5.465264925E-03, 3.460675088E-03, 1.966283368E-02, 9.997534807E+06
       252, 5.422347221E-03, 3.528557779E-03, 1.966283370E-02, 9.997508863E+06
       253, 5.377665399E-03, 3.595297596E-03, 1.966283367E-02, 9.997484916E+06
       254, 5.332946349E-03, 3.662006476E-03, 1.966283368E-02, 9.997467119E+06
       255, 5.286770280E-03, 3.727718144E-03, 1.966283366E-02, 9.997457110E+06
       256, 5.185796988E-03, 3.866960826E-03, 1.966283366E-02, 9.997457300E+06
       257, 5.081155469E-03, 4.003471561E-03, 1.966283366E-02, 9.997471104E+06
       258, 4.972919748E-03, 4.137153545E-03, 1.966283366E-02, 9.997484680E+06
       259, 4.861165538E-03, 4.267911622E-03, 1.966283366E-02, 9.997484881E+06
       260, 4.746131307E-03, 4.395793344E-03, 1.966283367E-02, 9.997464238E+06
       261, 4.627690809E-03, 4.520529983E-03, 1.966283364E-02, 9.997429294E+06
       262, 4.505130673E-03, 4.641227492E-03, 1.966283369E-02, 9.997394424E+06
       263, 4.380276592E-03, 4.759552054E-03, 1.966283365E-02, 9.997374428E+06
       264, 4.252658801E-03, 4.874902087E-03, 1.966283361E-02, 9.997374428E+06
       265, 4.120954643E-03, 4.985561613E-03, 1.966283369E-02, 9.997393174E+06
       266, 3.986979772E-03, 5.093459535E-03, 1.966283362E-02, 9.997423653E+06
       267, 3.850736304E-03, 5.198506942E-03, 1.966283360E-02, 9.997460842E+06
       268, 3.710569275E-03, 5.298258407E-03, 1.966283366E-02, 9.997495053E+06
       269, 3.644669466E-03, 5.344898537E-03, 1.966283366E-02, 9.997510717E+06
       270, 3.577154057E-03, 5.389161833E-03, 1.966283366E-02, 9.997522620E+06
       271, 3.509645002E-03, 5.433420963E-03, 1.966283366E-02, 9.997532278E+06
       272, 3.442097476E-03, 5.477632313E-03, 1.966283366E-02, 9.997538908E+06
       273, 3.372958111E-03, 5.519306220E-03, 1.966283366E-02, 9.997543182E+06
       274, 3.303824098E-03, 5.560976901E-03, 1.966283366E-02, 9.997545675E+06
       275, 3.234690153E-03, 5.602647692E-03, 1.966283441E-02, 9.997546566E+06
       276, 6.469380304E-03, 2.680935715E-18, 1.982874258E-02, 9.997585708E+06
       277, 6.467857413E-03, 8.081322919E-05, 1.982874185E-02, 9.997584931E+06
       278, 6.466334616E-03, 1.616264606E-04, 1.982874185E-02, 9.997582724E+06
       279, 6.464811702E-03, 2.424459611E-04, 1.982874186E-02, 9.997578894E+06
       280, 6.460279151E-03, 3.231544931E-04, 1.982874185E-02, 9.997572750E+06
       281, 6.455698001E-03, 4.038545057E-04, 1.982874184E-02, 9.997563667E+06
       282, 6.451116414E-03, 4.845622109E-04, 1.982874187E-02, 9.997552099E+06
       283, 6.443640681E-03, 5.650556024E-04, 1.982874185E-02, 9.997536513E+06
       284, 6.426867604E-03, 7.398809280E-04, 1.982874184E-02, 9.997500744E+06
       285, 6.403501548E-03, 9.139464761E-04, 1.982874184E-02, 9.997460983E+06
       286, 6.376128110E-03, 1.087407808E-03, 1.982874187E-02, 9.997427161E+06
       287, 6.344951863E-03, 1.260219894E-03, 1.982874185E-02, 9.997406730E+06
       288, 6.308112557E-03, 1.431919319E-03, 1.982874182E-02, 9.997405705E+06
       289, 6.266465149E-03, 1.602504203E-03, 1.982874197E-02, 9.997426152E+06
       290, 6.221591791E-03, 1.772259640E-03, 1.982874189E-02, 9.997464032E+06
       291, 6.171239136E-03, 1.940469141E-03, 1.982874191E-02, 9.997498649E+06
       292, 6.116222753E-03, 2.107213234E-03, 1.982874187E-02, 9.997518019E+06
       293, 6.056808903E-03, 2.272439454E-03, 1.982874186E-02, 9.997517079E+06
       294, 5.992933205E-03, 2.435988481E-03, 1.982874187E-02, 9.997504377E+06
       295, 5.924643414E-03, 2.597739327E-03, 1.982874186E-02, 9.997492683E+06
       296, 5.851990133E-03, 2.757572085E-03, 1.982874185E-02, 9.997494979E+06
       297, 5.816671114E-03, 2.830602539E-03, 1.982874202E-02, 9.997505729E+06
       298, 5.780898492E-03, 2.903418977E-03, 1.982874184E-02, 9.997523421E+06
       299, 5.743895574E-03, 2.975613187E-03, 1.982874191E-02, 9.997547350E+06
       300, 5.706184845E-03, 3.047448713E-03, 1.982874185E-02, 9.997572799E+06
       301, 5.667519719E-03, 3.118769267E-03, 1.982874185E-02, 9.997595775E+06
       302, 5.627897018E-03, 3.189572223E-03, 1.982874189E-02, 9.997611024E+06
       303, 5.587590750E-03, 3.259981499E-03, 1.982874185E-02, 9.997615307E+06
       304, 5.546548563E-03, 3.328918459E-03, 1.982874190E-02, 9.997607354E+06
       305, 5.505129224E-03, 3.397621949E-03, 1.982874187E-02, 9.997589228E+06
       306, 5.462255146E-03, 3.465435639E-03, 1.982874187E-02, 9.997564359E+06
       307, 5.419298447E-03, 3.533192207E-03, 1.982874189E-02, 9.997537986E+06
       308, 5.374623824E-03, 3.599834814E-03, 1.982874186E-02, 9.997514066E+06
       309, 5.329951844E-03, 3.666473478E-03, 1.982874187E-02, 9.997496431E+06
       310, 5.283706747E-03, 3.732033870E-03, 1.982874185E-02, 9.997486553E+06
       311, 5.182864523E-03, 3.870866505E-03, 1.982874185E-02, 9.997486766E+06
       312, 5.078373628E-03, 4.006977836E-03, 1.982874185E-02, 9.997500498E+06
       313, 4.970307568E-03, 4.140271776E-03, 1.982874185E-02, 9.997513645E+06
       314, 4.858741476E-03, 4.270653898E-03, 1.982874186E-02, 9.997512855E+06
       315, 4.743921309E-03, 4.398179617E-03, 1.982874186E-02, 9.997490509E+06
       316, 4.625716582E-03, 4.522578677E-03, 1.982874183E-02, 9.997453656E+06
       317, 4.503387582E-03, 4.642932258E-03, 1.982874189E-02, 9.997417266E+06
       318, 4.378769663E-03, 4.760914124E-03, 1.982874184E-02, 9.997396588E+06
       319, 4.251453387E-03, 4.875991626E-03, 1.982874179E-02, 9.997397041E+06
       320, 4.120019697E-03, 4.986342510E-03, 1.982874188E-02, 9.997416981E+06
       321, 3.986337132E-03, 5.093955249E-03, 1.982874181E-02, 9.997448946E+06
       322, 3.850405669E-03, 5.198742242E-03, 1.982874179E-02, 9.997487837E+06
       323, 3.710569276E-03, 5.298258406E-03, 1.982874185E-02, 9.997523612E+06
